0,12354.7
1.02568,135780
2.262976,632393
3.26868,579295
4.325136,703984
5.33084,579295
6.387296,703984
7.393,579295
8.449456,703984
9.45516,579295
10.511616,703984
11.51732,579295
12.573776,703984
13.57948,579295
14.635936,703984
15.64164,579295
16.698096,703984
17.7038,579295
18.760256,703984
19.76596,579295
20.822416,703984
21.82812,367030
23.005136,329751
24.242432,407340
25.479728,427830
26.741912,201388
27.992952,176178
29.230248,261861
30.467544,406682
31.470784,351301
32.529704,526295
33.532944,475957
34.591864,668189
35.597568,544158
36.678136,223067
37.915432,378244
39.152728,548869
40.158432,442991
41.214888,668189
42.220592,579295
43.277048,703984
44.282752,579295
45.339208,703984
46.344912,579295
47.401368,703984
48.407072,579295
49.463528,703984
50.469232,579295
51.525688,703984
52.531392,579295
53.587848,405686
54.593552,273481
55.7344,407340
56.971696,572733
57.9774,477067
59.033856,692053
60.03956,579295
61.096016,703984
62.10172,579295
63.158176,703984
64.16388,579295
65.220336,703984
66.22604,579295
67.282496,703984
68.2882,579295
69.344656,703984
70.35036,579295
71.406816,703984
72.41252,579295
73.468976,703984
74.47468,579295
75.531136,703984
76.53684,579295
77.593296,703984
78.599,579295
79.655456,703984
80.66116,579295
81.717616,703984
82.72332,579295
83.779776,703984
84.78548,579295
85.841936,412671
86.859696,329751
88.096992,407340
89.334288,572733
90.339992,477067
91.396448,692053
92.402152,579295
93.458608,703984
94.464312,579295
95.520768,703984
96.526472,579295
97.582928,703984
98.588632,579295
99.645088,703984
100.650792,579295
101.707248,703984
102.712952,579295
103.769408,703984
104.775112,579295
105.831568,703984
106.837272,579295
107.893728,703984
108.899432,579295
109.955888,703984
110.961592,579295
112.018048,703984
113.023752,579295
114.080208,703984
115.085912,579295
116.142368,420063
117.427888,329751
118.665184,407340
119.90248,572733
120.908184,477067
121.96464,692053
122.970344,303225
124.038856,329751
125.276152,349844
126.545288,237240
127.779784,320053
129.01708,491619
130.017856,384404
131.07924,596597
132.084944,511143
133.1414,703984
134.147104,579295
135.20356,703984
136.209264,579295
137.26572,703984
138.271424,579295
139.32788,703984
140.333584,579295
141.39004,703984
142.395744,579295
143.4522,703984
144.457904,579295
145.51436,703984
146.520064,579295
147.57652,703984
148.582224,579295
149.63868,703984
150.644384,579295
151.70084,703984
152.706544,579295
153.763,703984
154.768704,567937
155.82516,294765
156.84292,349148
158.080216,372824
159.367688,104065
160.6392,145479
161.876496,232766
163.113792,320053
164.351088,387943
165.588384,536937
166.594088,454349
167.650544,644325
168.656248,241925
169.797096,349148
171.034392,525005
172.040096,408914
173.096552,644325
174.102256,567937
175.158712,405686
176.164416,288422
177.329376,407340
178.566672,572733
179.572376,477067
180.628832,692053
181.634536,579295
182.690992,703984
183.696696,579295
184.753152,703984
185.758856,579295
186.815312,703984
187.821016,579295
188.877472,703984
189.883176,549137
190.9758,223067
192.213096,378244
193.450392,548869
194.456096,442991
195.512552,668189
196.518256,579295
197.574712,703984
198.580416,579295
199.636872,703984
200.642576,579295
201.699032,703984
202.704736,579295
203.761192,703984
204.766896,579295
205.823352,703984
206.829056,579295
207.885512,703984
208.891216,579295
209.947672,703984
210.953376,579295
212.009832,703984
213.015536,579295
214.071992,703984
215.077696,579295
216.134152,703984
217.139856,579295
218.196312,703984
219.202016,579295
220.258472,703984
221.264176,579295
222.320632,703984
223.326336,579295
224.382792,703984
225.388496,579295
226.444952,703984
227.450656,579295
228.507112,703984
229.512816,579295
230.569272,703984
231.574976,579295
232.631432,703984
233.637136,579295
234.693592,703984
235.699296,379643
236.900424,329751
238.13772,407340
239.375016,572733
240.38072,477067
241.437176,692053
242.44288,579295
243.499336,703984
244.50504,579295
245.561496,703984
246.5672,579295
247.623656,703984
248.62936,579295
249.685816,703984
250.69152,579295
251.747976,703984
252.75368,579295
253.810136,703984
254.81584,579295
255.872296,703984
256.878,397641
258.115296,329751
259.352592,407340
260.589888,560801
261.595592,488425
262.652048,680121
263.657752,590654
264.714208,692053
265.719912,590654
266.776368,692053
267.782072,306686
268.838528,329751
270.075824,281621
271.319168,255221
272.556464,329751
273.79376,407340
275.031056,572733
276.03676,477067
277.093216,692053
278.09892,579295
279.155376,703984
280.16108,579295
281.217536,703984
